%time,field.role,field.id,field.local_time,field.system_time,field.voltage,field.pos_3d0,field.pos_3d1,field.pos_3d2,field.eop_3d0,field.eop_3d1,field.eop_3d2,field.vel_3d0,field.vel_3d1,field.vel_3d2,field.angle_3d0,field.angle_3d1,field.angle_3d2,field.quaternion0,field.quaternion1,field.quaternion2,field.quaternion3,field.imu_gyro_3d0,field.imu_gyro_3d1,field.imu_gyro_3d2,field.imu_acc_3d0,field.imu_acc_3d1,field.imu_acc_3d2,field.nodes0.role,field.nodes0.id,field.nodes0.dis,field.nodes0.fp_rssi,field.nodes0.rx_rssi
1703250047626328628,0,0,491074,491058,4.942999839782715,1.0,1.0,1.0,0.0,0.0,0.0,-9.999999747378752e-05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.34599998593330383,-80.0,-77.0
1703250047646463691,0,0,491094,491078,4.942999839782715,1.0,1.0,1.0,0.0,0.0,0.0,-9.999999747378752e-05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.24199999868869781,-80.5,-76.5
1703250047666375178,0,0,491114,491098,4.942999839782715,1.0,1.0,1.0,0.0,0.0,0.0,-9.999999747378752e-05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.29899999499320984,-80.5,-76.5
1703250047686306990,0,0,491134,491118,4.942999839782715,1.0,1.0,1.0,0.0,0.0,0.0,-9.999999747378752e-05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.3700000047683716,-80.5,-77.0
1703250047706247114,0,0,491154,491138,4.942999839782715,1.0,1.0,1.0,0.0,0.0,0.0,-9.999999747378752e-05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.3630000054836273,-80.0,-76.5
1703250047726518657,0,0,491174,491158,4.939000129699707,1.0,1.0,1.0,0.0,0.0,0.0,-9.999999747378752e-05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.34200000762939453,-80.5,-76.5
1703250047746406675,0,0,491194,491178,4.939000129699707,1.0,1.0,1.0,0.0,0.0,0.0,-9.999999747378752e-05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.3109999895095825,-81.0,-76.5
1703250047766518830,0,0,491214,491198,4.939000129699707,1.0,1.0,1.0,0.0,0.0,0.0,-9.999999747378752e-05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.3440000116825104,-80.0,-76.5
1703250047786268274,0,0,491234,491218,4.939000129699707,1.0,1.0,1.0,0.0,0.0,0.0,-9.999999747378752e-05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.27399998903274536,-80.5,-76.5
1703250047806430438,0,0,491254,491238,4.939000129699707,1.0,1.0,1.0,0.0,0.0,0.0,-9.999999747378752e-05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.39100000262260437,-80.0,-77.0
